"date";"rain";"tmin";"tmax"
"01/13";0;-6,66;1,48
"01/13";0,16;-2,26;4,42
"01/13";0;-8,52;0,96
"01/13";4,96;-0,76;1,9
"01/13";0;-4,96;0,88
"01/13";0;0,02;6
"01/13";0,28;1;7,5
"01/13";0,58;-6,94;-2,62
"01/13";0;-0,78;5,08
"01/13";0;-8,64;-1,98
"01/13";0;-1,04;6,88
"01/13";0,16;-5,18;0,36
"01/13";0;-11,08;-3,48
"01/13";0;-4,4;0,04
"01/13";1,275;-4,7;0,075
"01/13";3,225;-14,025;-2,125
"01/13";12,275;0,8;5,66
"01/13";0,575;-1,5;4,7
"01/13";0;-10,16;-3,1
"01/13";0;3,3;9,98
"01/13";0,775;-0,64;3,26
"01/13";0;-8,42;-0,74
"01/14";8,46666666666667;4,2;11,3
"01/14";1;-10,575;-2,375
"01/14";0;-2,425;4,925
"01/14";0;-3,825;0,925
"01/14";0,233333333333333;-8,975;-1,7
"01/14";0;-11,9333333333333;-6,8
"01/14";2,46;-4,975;1,35
"01/14";2,44;-1,2;6,425
"01/14";0;-1,675;2,45
"01/14";2,4;-8,95;-4,15
"01/14";0,2;-4,85;0,45
"01/14";2,66;-7,975;-1,625
"01/14";0,74;-18,6;-11,475
"01/14";0;-10,425;-2,55
"01/14";0,02;-3,54;2,24
"01/14";1,32;-21,58;-8,38
"01/14";5,36;-5,76;2,72
"01/14";3,42;-4,48;1,66
"01/14";0;-13,76;-8,26
"01/14";1,3;-1,56;4,18
"01/14";16;-16,96;0,98
"01/14";13,16;-3,54;4,3
"01/14";0;-1,8;4,4
"01/14";0;-6,76;0,72
"01/14";0;-6,4;-0,0600000000000001
"01/14";0;-6,14;1,16
"01/14";0,54;-1,66;4,82
"01/14";0;-2,74;4,36
"01/14";1,32;1,38;7,72
"01/14";12,32;-10,14;-1,28
"01/14";0;-1,42;1,38
"01/14";0,56;-8,02;-2,98
"01/14";0;-13,04;-5,52
"01/14";0;-8,68;-2,48
"01/14";0;-12,26;-3,46
"01/14";2,24;-3,1;2,62
"01/14";3,22;-3,44;5,36
"01/14";3,16;-12,92;-9,18
"01/14";4,84;-0,88;6,2
"01/14";7,4;-15,06;-5,88
"01/14";0;-4,52;3,86
"01/14";0,3;-3,22;4,68
"01/14";0;-8,14;0,34
"01/14";1,48;-2,32;0,8
"01/14";0;-6,08;0,72
"01/14";0,32;0,84;6,26
"01/14";3,02;1,28;6,02
"01/14";0;-13,18;-5,36
"01/14";0;-2,36;2,48
"01/14";0;-7,22;-0,02
"01/14";0,32;-1,86;6,34
"01/14";0,5;-5,02;0,96
"01/14";0;-10,84;-2,4
"01/14";0;-9,12;-2,6
"01/14";0,025;-9,175;-2,4
"01/14";0,475;-3,55;2,375
"01/14";1,625;0,7;6,42
"01/14";0,3;-4,12;1,24
"01/14";0;-9,9;-4,62
"01/14";0;1,9;10,14
"01/14";0;-1,9;2,18
"01/14";1,575;-6,54;-0,5
"01/15";18;-1,25;5,725
"01/15";5,3;-4,25;3,2
"01/15";0;-1,575;3,75
"01/15";6,76666666666667;-6,175;1,375
"01/15";0;-6,1;1,175
"01/15";0;-15,0666666666667;-6,5
"01/15";1,66;-4,8;0,8
"01/15";0,52;-1,825;5,275
"01/15";0,48;-1,825;4,1
"01/15";1,82;-7,55;-3,65
"01/15";0,32;-3,375;0,575
"01/15";1,64;-3,575;1,875
"01/15";3,3;-17,9;-8,2
"01/15";0;-11,05;-5,425
"01/15";0;-6,46;-0,56
"01/15";1,16;-12,7;-7,82
"01/15";0,74;-4,56;1,56
"01/15";4,98;-4,08;0,6
"01/15";0;-18,2;-10,94
"01/15";1,26;-0,74;3,86
"01/15";0;-0,18;7,34
"01/15";4,76;-1,84;4,54
"01/15";3,86;-1,84;4,84
"01/15";0;-5,2;1,18
"01/15";0;-7;-0,98
"01/15";0,38;-4,14;3,3
"01/15";1,46;-0,52;4,34
"01/15";0;-2,14;7,98
"01/15";5,58;-0,8;5,66
"01/15";5,66;-4,6;-0,56
"01/15";2,04;-2,8;1,48
"01/15";0,3;-7,42;-4,02
"01/15";2,58;-9,78;-3,14
"01/15";4,56;-7,12;-0,54
"01/15";0;-8,76;0,46
"01/15";20,7;-3,3;0,28
"01/15";2,18;-2,1;4,5
"01/15";1,38;-15,38;-6,62
"01/15";4,4;-1,52;4,38
"01/15";2,26;-11,74;-7,18
"01/15";0;-1,8;5,36
"01/15";0;-1,6;5,28
"01/15";0;-8,9;0,7
"01/15";0;-6,48;0,32
"01/15";0;-2,02;4,68
"01/15";0;-1,64;5,8
"01/15";0,22;-1,12;3,32
"01/15";0;-10,06;-2,02
"01/15";0;-3,36;0,5
"01/15";0;-5,52;2,98
"01/15";0;0,76;5,12
"01/15";0;-4,32;1,56
"01/15";0;-8,5;-1,64
"01/15";0;-11,14;-4,08
"01/15";0;-10,5;-4,225
"01/15";0;-3,125;3,85
"01/15";3,9;-1,48;2,08
"01/15";0;-5,9;-0,52
"01/15";0;-11,48;-5,18
"01/15";0;-1,5;6,54
"01/15";0;-2,04;4,28
"01/15";0;-3,8;0,82
"01/16";0,5;-2,7;0,625
"01/16";7,23333333333333;-3,825;2,2
"01/16";2,03333333333333;-3,3;3,95
"01/16";4,06666666666667;-3,2;-5,55111512312578e-17
"01/16";0,133333333333333;-4,275;1,2
"01/16";0;-13,8666666666667;-3,73333333333333
"01/16";0,92;-0,275;6,75
"01/16";3,88;-0,7;6,075
"01/16";0;-0,9;4,5
"01/16";0,18;-9,775;-6,2
"01/16";0;-4,475;-0,175
"01/16";0,78;-7,2;-2,2
"01/16";0,46;-15,025;-6,65
"01/16";0;-9,85;-0,175
"01/16";0;-8,12;-0,68
"01/16";0,6;-13,84;-6,8
"01/16";0;-9,44;-3,22
"01/16";0,32;-5,5;-0,06
"01/16";0,02;-19,14;-10,22
"01/16";0;-3,22;3
"01/16";0;-0,82;5,72
"01/16";5,94;-4,14;0,8
"01/16";5,62;-0,3;3,08
"01/16";0,08;-5,58;0,58
"01/16";0;-9,18;-2,74
"01/16";7,76;-2,7;0,82
"01/16";2,16;2,1;6,32
"01/16";0;-1,24;6,06
"01/16";2,56;-3,06;1,76
"01/16";0,54;-6,78;-2,32
"01/16";0,04;-3,7;3,06
"01/16";0,98;-8,94;-4,38
"01/16";1,4;-8,68;-3,78
"01/16";0,74;-6,5;-1,98
"01/16";0;-6,22;0,98
"01/16";20,1;-1,04;1,94
"01/16";0,94;-2,76;1,28
"01/16";0;-10,12;-5,16
"01/16";4,44;-2,46;2,44
"01/16";0;-12,3;-4,62
"01/16";0;-2,28;5,5
"01/16";0;-1,86;6,5
"01/16";0,14;-4,94;5,02
"01/16";0;-9,88;-2,08
"01/16";0;-1,6;4,36
"01/16";0;0,22;8,74
"01/16";0,08;-4,46;1,12
"01/16";0;-8,8;-0,84
"01/16";0;-4,98;0,78
"01/16";0;-4,38;3,98
"01/16";3,74;-0,2;5,8
"01/16";0;-3,64;4,76
"01/16";0;-9,84;-4,22
"01/16";0,22;-11,54;-5,02
"01/16";0;-8,9;-2,8
"01/16";0;-5;1,325
"01/16";0;-4,92;1,98
"01/16";0;-7,74;0,7
"01/16";0,05;-11,6;-5,94
"01/16";0;-2,04;5,36
"01/16";3,6;-0,38;6,04
"01/16";0;-6,1;-0,62
"01/17";0;-4,25;-0,825
"01/17";6,3;-2;3,525
"01/17";6;-3,125;0,9
"01/17";5,23333333333333;-5,825;-0,075
"01/17";1,33333333333333;-3;2,475
"01/17";0;-10,2333333333333;-0,866666666666667
"01/17";4,56;-0,275;4,625
"01/17";1,04;-4,05;5,8
"01/17";0;-4,125;3,875
"01/17";0,1;-15,25;-7,8
"01/17";0,08;-6,025;1,025
"01/17";0;-13,85;-4,575
"01/17";0;-14,625;-8,125
"01/17";0;-10,275;-1,35
"01/17";0;-5,92;1,32
"01/17";0;-19,64;-10,4
"01/17";0;-14,16;-4,72
"01/17";6,44;-5,02;3,14
"01/17";1,86;-17,98;-9,26
"01/17";0;-5,7;1,3
"01/17";0,38;-4,02;3,9
"01/17";0,3;-4,44;0,94
"01/17";2,16;-0,86;4,14
"01/17";0;-5,6;0,74
"01/17";0,28;-10,38;-1,5
"01/17";0;-5,3;-0,16
"01/17";7,78;-0,76;5,34
"01/17";0;-0,4;8,06
"01/17";2,82;-2,96;3,34
"01/17";2,6;-7;-2,16
"01/17";5,76;-4,6;1,04
"01/17";0,04;-11,24;-5,9
"01/17";0;-7,44;-3,82
"01/17";0,88;-8,14;-0,78
"01/17";0;-6,52;0,5
"01/17";1,06;-0,3;4,92
"01/17";1,92;-2,82;3,24
"01/17";0;-9,48;-3,48
"01/17";2,58;-5,38;-1,06
"01/17";0,06;-10;-5,54
"01/17";0,12;-2,88;5,28
"01/17";0;-1,64;4,98
"01/17";0,12;0,2;7,9
"01/17";0;-11,38;-1,5
"01/17";0;-4,52;4,52
"01/17";0;0,64;8,78
"01/17";0,68;-3,58;0,42
"01/17";0;-8,2;-0,56
"01/17";0;-5,84;0,72
"01/17";0;-4,32;3,08
"01/17";1,32;-0,34;4,1
"01/17";0;-3,18;4,62
"01/17";0,02;-8,08;3,82
"01/17";0;-10,26;-2,36
"01/17";0;-7,45;-0,3
"01/17";0;-6,075;1,45
"01/17";3,375;-1,46;2,6
"01/17";0;-6,98;2,74
"01/17";4,65;-11,9;-1,96
"01/17";0;-0,7;7,5
"01/17";5,875;-0,2;5
"01/17";0;-8,36;1,42
"01/18";3,23333333333333;-6,025;0,5
"01/18";0;-0,2;5,9
"01/18";1,33333333333333;-4,525;-1,6
"01/18";16,1666666666667;-3,2;2,85
"01/18";5,9;-5,4;0,375
"01/18";1;-11,3;-4,46666666666667
"01/18";1,18;-2,775;0,925
"01/18";2,1;-5,9;-1,15
"01/18";1,72;-1,625;4,5
"01/18";0;-17,325;-6,075
"01/18";0,02;-2;2,725
"01/18";0;-14,575;-3,125
"01/18";0;-13,5;-4,25
"01/18";0;-13,825;-4,95
"01/18";0;-5,6;1,9
"01/18";3,1;-22,58;-13,68
"01/18";0;-12,06;-3,08
"01/18";0,72;-5,24;3,42
"01/18";0,76;-16;-9,36
"01/18";0;-6,38;1,9
"01/18";2,5;-2,06;3,9
"01/18";2,1;-6,06;1,28
"01/18";0;-2,8;2,86
"01/18";0;-7,38;-0,18
"01/18";0;-9,4;-1,54
"01/18";0;-3,82;1,98
"01/18";21,6;-1,3;1,98
"01/18";0;1,54;8,18
"01/18";0;-3,72;0,68
"01/18";0;-11,3;-2,62
"01/18";0;-4,82;0,5
"01/18";0;-14,56;-6,7
"01/18";0;-8,94;-1,8
"01/18";2,24;-4,74;0,76
"01/18";0;-6,98;1,78
"01/18";0,38;-0,24;8,3
"01/18";0,1;-3,1;2,48
"01/18";0;-10,44;-2,68
"01/18";10,92;-8,42;-1,06
"01/18";0,22;-9,02;-4,92
"01/18";0;-1,32;4,84
"01/18";0;-3,6;2,88
"01/18";0,78;-2,14;3,96
"01/18";0;-10,22;0
"01/18";0;-6,04;0,14
"01/18";0;-2,42;7,1
"01/18";0;-5,6;-0,18
"01/18";0,06;-9;-0,32
"01/18";0;-6,12;1,06
"01/18";0;-5,42;2,4
"01/18";0;-4,42;4,14
"01/18";0;-2,64;2,98
"01/18";2,26;-1,52;6,86
"01/18";0,26;-6,5;-0,16
"01/18";0;-9,55;-2,35
"01/18";0;-6,225;0,6
"01/18";4,875;-3,9;0,14
"01/18";0,725;-6,04;0,72
"01/18";6,125;-3,54;2,04
"01/18";5,05;1,96;10,44
"01/18";1,425;-0,16;5,92
"01/18";1,6;-4,38;3,3
"01/19";2,23333333333333;-3,45;0,725
"01/19";0;-0,7;6,125
"01/19";0,2;-8,8;-4,05
"01/19";16,9333333333333;-1,85;1,075
"01/19";6,43333333333333;-7,525;-2,825
"01/19";3,33333333333333;-8,8;-2,16666666666667
"01/19";0;-7,4;0,05
"01/19";0;-9,725;-2,45
"01/19";0,26;-1,4;3,975
"01/19";0;-13,875;-4,275
"01/19";0,78;-3,425;2,6
"01/19";0;-6,65;3,45
"01/19";0;-8,775;-2,8
"01/19";0;-13,825;-2,75
"01/19";0;-3;5,28
"01/19";0,82;-18,3;-6,76
"01/19";0;-12,26;-3,1
"01/19";4,86;-6,32;-2,42
"01/19";0,46;-14,64;-9
"01/19";0;-5,88;-0,08
"01/19";0,3;-3,3;1,52
"01/19";1,84;-2,92;1,46
"01/19";0;-5,16;0,44
"01/19";0,16;-6,7;0,78
"01/19";0;-5,96;2,22
"01/19";2,74;-3,86;1,12
"01/19";4,1;0,78;6,78
"01/19";1,56;0,88;7,22
"01/19";0,84;-4,82;1,72
"01/19";0,58;-14,12;-3,26
"01/19";0,7;-6,52;-1,08
"01/19";0;-14,48;-3,74
"01/19";0;-8,16;-1,28
"01/19";7,88;-4,94;0,42
"01/19";0;-7,9;0,16
"01/19";2,84;-4,06;4,06
"01/19";0,02;-7,78;-0,4
"01/19";0,3;-7,4;0,58
"01/19";1,28;-2,26;5,54
"01/19";0;-7,62;-2,96
"01/19";0;-3,22;4,26
"01/19";0;-5,16;2,66
"01/19";0;-4,92;1,84
"01/19";0;-8,8;1,28
"01/19";1,32;-6,1;0,86
"01/19";0;-2,06;5,5
"01/19";0;-8,84;-0,28
"01/19";2,68;-4,34;1,04
"01/19";0;-4,28;1,6
"01/19";0;-5,64;2,58
"01/19";2,06;-1,34;5,74
"01/19";0;-4,22;4,22
"01/19";0;-2,72;2,16
"01/19";0;-6,3;0,1
"01/19";0,2;-7,625;1,075
"01/19";0;-6,675;1,125
"01/19";1,45;-4,28;-0,0399999999999999
"01/19";0;-3,42;1,62
"01/19";0;-4,16;1,3
"01/19";4,6;5,5;12,46
"01/19";0;2;8,3
"01/19";0,575;-2,08;5,76
"01/20";6,83333333333333;-6,35;-2,4
"01/20";1,2;-0,825;8,05
"01/20";0;-11,625;-6,175
"01/20";62,9333333333333;-2,425;1,05
"01/20";0,9;-6,75;-3,15
"01/20";0,1;-10,3333333333333;-1,13333333333333
"01/20";5,32;-4,7;6,35
"01/20";0;-10,3;-1,175
"01/20";0;-4,3;4,25
"01/20";0;-13,4;-2,575
"01/20";8,74;-3,25;1,475
"01/20";0;-2,35;6,3
"01/20";1,38;-7,425;1,075
"01/20";0,275;-12,6;-1,925
"01/20";0;-0,88;6,64
"01/20";0,08;-15,52;-7,26
"01/20";0;-12,02;-2,5
"01/20";0;-9,5;-1,44
"01/20";0;-16,4;-5,18
"01/20";0;-5,14;1,36
"01/20";0;-5,7;0,4
"01/20";0;-4,84;1,26
"01/20";0;-6,12;-0,06
"01/20";1,68;-3,54;2,12
"01/20";0;-5,86;2,58
"01/20";0;-3,22;0,92
"01/20";0;2,34;7,74
"01/20";0;1,06;4,3
"01/20";0,22;-3,56;2,62
"01/20";0;-6,78;-0,72
"01/20";1,06;-4,58;-0,4
"01/20";0,3;-10,44;-0,8
"01/20";0,66;-6,98;-1,94
"01/20";3,62;-4,36;0,54
"01/20";0;-8,68;-0,76
"01/20";1,28;-5,1;-2,08
"01/20";0,28;-4,48;2,22
"01/20";0;-5,34;1,02
"01/20";0;-0,08;4,98
"01/20";0;-7,36;-3,1
"01/20";0;-1,94;4,74
"01/20";0;-4,26;3,9
"01/20";0,58;-5,38;4,44
"01/20";0;-9,32;-0,36
"01/20";1,92;-4,82;0,56
"01/20";0;-1,7;5,76
"01/20";0;-7,12;-0,84
"01/20";0,1;-5,1;1,58
"01/20";0;-7,14;-2
"01/20";2,8;-2,96;2,92
"01/20";1,88;-2,16;3,6
"01/20";0;-3,58;4,76
"01/20";0;-6,94;-0,76
"01/20";1,08;-5,48;0,6
"01/20";0,85;-1,725;3,95
"01/20";0;-4,9;3,1
"01/20";8,45;-3,78;1,38
"01/20";9,55;-3,28;2,46
"01/20";0,875;-5,9;2,68
"01/20";0;5,88;11,14
"01/20";0;2,42;8,26
"01/20";16,225;-1,44;4,48
"01/21";0,4;-6,875;-1,625
"01/21";7;0,1;6,425
"01/21";0;-12,325;-4,325
"01/21";14,5666666666667;-1,975;-2,08166817117217e-17
"01/21";0,166666666666667;-10,25;-5,05
"01/21";0;-14,1666666666667;-3,86666666666667
"01/21";10,86;1,3;7,1
"01/21";0;-10,5;-0,525
"01/21";0;-3,2;5,6
"01/21";0;-10,4;-0,25
"01/21";0,94;-11,3;-1,9
"01/21";0;-1,5;7,6
"01/21";9,52;-4,15;1,375
"01/21";0;-5,975;0,55
"01/21";0;-2,04;5,5
"01/21";0,16;-16,04;-8,58
"01/21";0;-11,1;-1,22
"01/21";0;-9,36;-0,48
"01/21";0;-11,42;-1,06
"01/21";0;-4,28;3,76
"01/21";0;-8,2;-0,86
"01/21";0;-7,84;-0,86
"01/21";0;-7,98;-2,1
"01/21";3,12;-2,6;3,48
"01/21";0,94;-5,48;0,48
"01/21";0,78;-4,62;2,28
"01/21";0;-1,94;6,88
"01/21";1,7;-1,22;4,22
"01/21";0,34;-1;5,3
"01/21";0;-7,68;0,62
"01/21";0,54;-3,74;-1,28
"01/21";0;-3,32;1,12
"01/21";0;-5,92;-0,52
"01/21";0,8;-5,52;-1,4
"01/21";0;-9,2;-1,98
"01/21";0;-5,76;1,08
"01/21";0,98;-5,82;-0,52
"01/21";0;-3,98;2,66
"01/21";0;-4,84;4,2
"01/21";0;-10,64;-2,14
"01/21";9,76;-1,88;2,56
"01/21";0;-4,56;3,22
"01/21";0,44;-0,84;5,22
"01/21";0;-8;-0,48
"01/21";1,84;-10,72;-2,32
"01/21";0;-0,94;8,52
"01/21";0;-6,96;-0,82
"01/21";5,16;-3,66;0,76
"01/21";0,08;-7;-2,78
"01/21";1,38;-0,26;2,18
"01/21";0,4;-1,7;0,5
"01/21";0;-4,36;3,24
"01/21";4,54;-4,26;2,04
"01/21";0,2;-3,78;-0,22
"01/21";1,2;-0,125;5,2
"01/21";3,3;-4,375;5,05
"01/21";0,575;-5,6;-0,92
"01/21";8,2;-0,56;4,56
"01/21";1,975;-2,46;4
"01/21";1,175;3,08;9,72
"01/21";0,475;1,18;8,14
"01/21";2,725;-0,08;1,68
"01/22";0;-11,275;-3
"01/22";2,76666666666667;-4,275;2,45
"01/22";0,0666666666666667;-12,1;-4,325
"01/22";0,2;-2,925;0,375
"01/22";0;-11,7;-3,825
"01/22";0;-12,1;-2,63333333333333
"01/22";0,54;-3,45;2,325
"01/22";0;-8,125;0,325
"01/22";0;-1,5;6,575
"01/22";0;-10,7;-1,575
"01/22";0;-13,5;-4,35
"01/22";0;-2,1;8,725
"01/22";0,66;-2,6;1,6
"01/22";0;-8,125;-0,225
"01/22";1,68;-1,92;5,16
"01/22";0;-19,98;-10,12
"01/22";0;-10;0,96
"01/22";0;-7,66;-0,46
"01/22";3,08;-6,58;1,72
"01/22";2,42;-2,48;2,92
"01/22";0;-6,24;0,46
"01/22";0;-7,74;2
"01/22";0;-8,7;-1,78
"01/22";3,44;-1,56;4,24
"01/22";0,38;-3,4;-0,5
"01/22";4,06;-3,5;0,74
"01/22";0;-2,22;5,12
"01/22";0,12;-1,32;3,14
"01/22";4,6;-0,54;2,8
"01/22";0;-7,34;1,58
"01/22";0;-5,14;-0,94
"01/22";0;-4,24;2,74
"01/22";3,62;-4,94;2,9
"01/22";0;-12,38;-2,88
"01/22";0,08;-8,52;-0,18
"01/22";0;-3,78;3,5
"01/22";0,8;-5,1;0,16
"01/22";0,28;-0,98;6,28
"01/22";0;-4,38;3,58
"01/22";0;-9,38;-2,06
"01/22";1,72;-1,48;3,2
"01/22";0;-4,98;2,24
"01/22";0;-1,96;6,54
"01/22";0;-8,54;-0,3
"01/22";1,28;-12,5;-4,08
"01/22";0,1;-0,12;8,02
"01/22";0;-8,08;1,3
"01/22";1,38;-3,52;2,78
"01/22";0,04;-7,98;-1,9
"01/22";0;-1,14;3,28
"01/22";0,4;-3,02;0,14
"01/22";0;-5,22;2,82
"01/22";1,66;-3,88;0,84
"01/22";0;-5,5;2,06
"01/22";0;-1,275;6,425
"01/22";3,875;-1,225;2,725
"01/22";0;-8,36;-4
"01/22";0,825;-2,36;0,72
"01/22";0,6;-4,14;1,54
"01/22";6,275;-0,86;4,06
"01/22";4,525;-0,8;7,28
"01/22";0;-2,76;1,44
"01/23";0;-8,575;-1,25
"01/23";0;-9,2;-0,85
"01/23";0;-13,9;-6,475
"01/23";0;-2,175;1,375
"01/23";0;-11,925;-3,125
"01/23";0;-9,93333333333333;-2,1
"01/23";0,08;-10,025;-2,6
"01/23";0;-3,8;3,075
"01/23";0;-3,875;5,275
"01/23";0,16;-10,475;-1,375
"01/23";0,04;-13,1;-3,3
"01/23";1,06;-0,025;6,15
"01/23";0;-3,375;3,7
"01/23";0,3;-6,5;2,025
"01/23";0,62;-2,36;2,68
"01/23";0;-20,7;-9,44
"01/23";0;-10,24;0,78
"01/23";0,88;-3,96;0,44
"01/23";2,9;-1,48;3,58
"01/23";0,14;-3,22;1,9
"01/23";0;-6,48;-0,64
"01/23";2,58;-2,18;3,66
"01/23";0;-8,16;0,12
"01/23";0,02;-2,38;5,02
"01/23";0;-4,6;-1,64
"01/23";1,18;-2,16;0,62
"01/23";0;-3,66;3,32
"01/23";0,04;-2,32;3,54
"01/23";2,8;0,98;6,32
"01/23";0;-3,16;5,18
"01/23";0;-5,48;0,8
"01/23";0,58;-1,46;3,66
"01/23";6,56;-1,9;1,5
"01/23";0;-13,6;-2,84
"01/23";1,28;-6,24;0,8
"01/23";0;-4,42;3,72
"01/23";4,4;-4,16;2
"01/23";8,7;0,56;5,36
"01/23";4,84;-3,96;4,72
"01/23";2,28;-7,48;0,26
"01/23";0,68;-2,3;3,22
"01/23";0;-3,44;3,08
"01/23";0;-3,26;6,26
"01/23";0;-10,14;-0,78
"01/23";0;-10;0,14
"01/23";0,08;2,04;10,14
"01/23";0,7;-4,86;5,58
"01/23";9;0,1;6,28
"01/23";0,98;-7,58;2,54
"01/23";0;-0,54;7,24
"01/23";0;-4,32;-0,2
"01/23";0;-5,34;2,66
"01/23";2,76;-4,16;-0,28
"01/23";0,16;-2,76;4,36
"01/23";0;-1,775;5,8
"01/23";3,125;-1,45;2,45
"01/23";0;-13,9;-5,92
"01/23";0;-5,46;-0,6
"01/23";0;-11,52;-3,64
"01/23";7,275;-1,42;2,02
"01/23";0;-3,92;1,32
"01/23";4,5;-5,6;3,38
"01/24";0;-4,875;4,15
"01/24";0;-9,1;1,975
"01/24";0;-16,65;-6,95
"01/24";0;-3;1,35
"01/24";0;-11,075;-3,225
"01/24";0;-10,1333333333333;-0,266666666666667
"01/24";0;-14,975;-7,55
"01/24";0;-5,725;0,475
"01/24";0,02;-2,45;5,575
"01/24";0,6;-6,175;-0,125
"01/24";0,54;-10,75;-3,225
"01/24";2,5;-3,775;2,7
"01/24";0;-3,5;4,725
"01/24";0,075;-5,05;1,675
"01/24";0,52;-3,98;1,82
"01/24";0;-19,28;-7,2
"01/24";0;-9,18;0,58
"01/24";0;-5,18;2,16
"01/24";0,16;-0,66;3,5
"01/24";2,86;-1,8;1,64
"01/24";1,86;-6,92;-0,26
"01/24";0;-1,6;3,38
"01/24";3,18;-5,98;0,06
"01/24";0,22;-0,06;4,54
"01/24";0,38;-6;-2,54
"01/24";0,76;-8,92;-1,14
"01/24";0,36;-4,24;3,54
"01/24";0,84;-0,58;5,36
"01/24";1;-4;4,18
"01/24";0;-2,38;5,4
"01/24";1,7;-5,92;3,02
"01/24";7,5;-0,44;2,88
"01/24";2,7;-1,88;3,3
"01/24";0;-11,36;-2,1
"01/24";0,58;-4,46;-0,42
"01/24";0;-5,28;3,72
"01/24";2,34;-2,44;2,82
"01/24";7,94;-3,22;3,28
"01/24";5,48;-2,16;4,54
"01/24";0,52;-3,24;2,78
"01/24";0,3;-4,64;1,3
"01/24";0;-6,14;2,22
"01/24";1,34;-1,32;6,4
"01/24";0;-9,28;-0,68
"01/24";0;-5,56;1,68
"01/24";0,74;2,14;11,54
"01/24";7,22;-0,16;6,76
"01/24";2,48;-1,06;4,02
"01/24";0,54;-3;2,62
"01/24";0;0,62;7,12
"01/24";0,04;-5,1;-0,46
"01/24";0;-5,58;5
"01/24";0;-11,98;-2,28
"01/24";4,1;-0,2;6,66
"01/24";0;1,25;6,575
"01/24";7,525;-1,225;1,775
"01/24";1,95;-14,7;-3,16
"01/24";1,675;-6,6;-2,82
"01/24";0;-16,9;-6,84
"01/24";5,375;-4,28;-0,32
"01/24";0,3;-3,22;6,64
"01/24";0;-3,72;3,28
"01/25";0;-0,65;6,525
"01/25";0;-6,75;1,375
"01/25";0;-14,375;-1,975
"01/25";0;-2,95;1,575
"01/25";4,33333333333333;-9,55;-2,2
"01/25";3,5;-10,4666666666667;-1,23333333333333
"01/25";0;-17;-8,125
"01/25";0;-6,3;1,9
"01/25";0,32;-4,275;1,2
"01/25";1,04;-6,85;1,025
"01/25";0;-10,95;-2,525
"01/25";0,56;-7,25;-0,75
"01/25";0;-1,85;6,1
"01/25";0;-6,075;-0,725
"01/25";3,62;-2,16;4,08
"01/25";0,08;-17;-4,62
"01/25";0;-9,28;0,0600000000000001
"01/25";0,02;-5,72;1,12
"01/25";0;-3,56;2,1
"01/25";2,26;-2,16;2,1
"01/25";2,76;-3,96;-0,64
"01/25";1,94;-3,34;1,86
"01/25";0;-4,06;3,24
"01/25";0;-2,2;5,04
"01/25";0,32;-7,94;-1
"01/25";0,04;-10,06;-1,56
"01/25";0;-2,08;3,92
"01/25";1,48;-0,88;6,02
"01/25";0;-7,84;-2,74
"01/25";0,16;-2,28;5,02
"01/25";0,28;-1,9;3,9
"01/25";0,8;-3,7;0,74
"01/25";1,1;-1,42;1,98
"01/25";1,64;-12,2;-0,66
"01/25";0;-5,4;-0,92
"01/25";0,58;-5,76;3,86
"01/25";1,02;-4,06;-0,3
"01/25";0;-8,24;-1,28
"01/25";2,72;-5,6;0,12
"01/25";0;-4,86;2,82
"01/25";5,1;-2,34;3,42
"01/25";0;-5,24;3,58
"01/25";0,58;-1,28;6,46
"01/25";0;-9,62;0,72
"01/25";0;-3,76;2
"01/25";2,62;-0,94;10,18
"01/25";1,06;0,58;7,68
"01/25";6,56;-2,92;4,42
"01/25";0;-6,62;-1,3
"01/25";0,1;-1,84;5,24
"01/25";0;-3,84;-1,14
"01/25";0;-2,64;6,72
"01/25";0;-17,22;-8,34
"01/25";5,32;1,26;5,9
"01/25";0,225;0,75;7,325
"01/25";0,05;-1,925;0,925
"01/25";3,775;-7,9;-0,26
"01/25";1,125;-7,34;-4,68
"01/25";0;-15,18;-4,42
"01/25";2,375;-8,06;-3,84
"01/25";0,3;-0,38;5,56
"01/25";0;-4,18;1,36
"01/26";0;-2,525;7,325
"01/26";0;-7,2;3,9
"01/26";0;-8,225;0,2
"01/26";0,0333333333333333;-1,6;1,8
"01/26";0,0666666666666667;-7,575;-1,95
"01/26";0,266666666666667;-5;-0,166666666666667
"01/26";0;-17;-8,35
"01/26";0;-5,475;4,275
"01/26";12,74;-9,225;-0,95
"01/26";0,04;-5,925;1,625
"01/26";0;-12,55;-1
"01/26";0;-7,225;-0,525
"01/26";0,1;-2,15;4,85
"01/26";0,2;-5,875;-2,525
"01/26";13,54;0,2;6,3
"01/26";3,46;-10,86;-3,74
"01/26";0;-8,84;-1,36
"01/26";1,58;-5,36;-0,4
"01/26";1,16;-3,76;0,52
"01/26";7,8;-1,12;4,6
"01/26";18,72;-3,56;0,58
"01/26";0;-2,96;3,88
"01/26";0;-3,28;4,78
"01/26";0,04;-2,16;4,64
"01/26";0,02;-7,54;-0,86
"01/26";0;-9,94;-1,98
"01/26";0;-4,92;2,42
"01/26";0;0,26;6,76
"01/26";0,24;-9,62;-3,58
"01/26";5,68;1,04;4,68
"01/26";0,18;-4,02;1,52
"01/26";0;-8,12;0,48
"01/26";1,46;-5,24;0,72
